Date;Type;Gear;Name;Dist_km;Elv_meter;Elapsed_Time;Moving_Time;Start_Time;Day_of_Week;Speed_km/h;MaxSpeed_km/h;Elv_High_meter;Elv_Low_meter;Temp_°C;Cal;Energy_KJ;Segs;PRs;Group_Size;Kudos;Comments;Photos;Private;Visibility;Dist_start_to_end_km;Description;Tiles_calculated;Device_App;Activity_Id
6-1-2020;Ride;Racefiets Wilier Mortirolo (2009); Avondrit;38.19;79;01:13:15;01:13:15;19:57:01;Monday;31.3;37.8;6;-52;23;908;708;31;6;1;18;;;;Everyone;2.88;;;Lezyne Super GPS Enhanced;3549094683
05/31/2020;Velomobile;QuestXS 174; Ochtendrit;75.89;153;02:39:10;02:10:33;08:06:30;Sunday;34.9;55.1;7;-100;22;1,787;1,82;11;;1;21;1;3;;Everyone;1.40;;Yes;Lezyne Super GPS Enhanced;3540102034
05/26/2020;Ride;Racefiets Wilier Mortirolo (2009); 855/2005 heen én terug;94.49;266;03:31:37;03:09:45;16:20:05;Tuesday;29.9;42.5;7;-185;25;2,228;1,748;131;2;1;23;2;1;;Everyone;0.00;Ff kijken of ons kantoor wel echt dicht is 😋;;Lezyne Super GPS Enhanced;3515932080
05/24/2020;Velomobile;QuestXS 174; Heel even op twee wielen 😋;36.74;37;01:07:52;01:03:16;07:37:20;Sunday;34.8;48.6;12;0;13;1,194;784;12;4;1;21;5;1;;Everyone;1.12;Inderdaad kan je niet onbeperkt hard de hoek om. Bij 180° bocht om van Schonauwenseweg het fietspad de brug op te nemen, kwam de wind eronder en het linkervoorwiel een halve meter van de grond. Ff terugsturen en met een ruimere bocht dan maar verder op de weg. Voordeel van de velomobiel dat dat mag 😊.;;Garmin Edge 520 Plus;3501693191
05/21/2020;Ride;MTB Gazelle W4 (2009); Morning Ride;42.94;83;03:42:02;02:47:15;10:11:02;Thursday;15.4;25.9;48;6;22;746;927;39;24;1;23;;3;;Everyone;0.04;;;Garmin Edge 520 Plus;3490545109
05/19/2020;Velomobile;QuestXS 174; Nachtrit;22.96;93;01:00:33;00:43:11;21:23:37;Tuesday;31.9;46.4;-1;-89;20;537;556;5;2;1;16;8;3;;Everyone;1.19;"FF kijken hoe de verlichting het doet. Van binnenuit verstelbaar in hoogte, dat is wel gaaf ;-)";;Lezyne Super GPS Enhanced;3479243008
05/16/2020;Velomobile;QuestXS 174; Velomobiliste!;9.33;101;00:55:53;00:34:39;11:07:46;Saturday;16.2;30.6;-8;-86;20;218;170;1;1;1;9;;3;;Everyone;0.79;;;Lezyne Super GPS Enhanced;3479238979
05/15/2020;Ride;QuestXS 174; Quest ophalen als rit.;86.80;266;05:00:22;02:52:02;12:39:11;Friday;30.3;58.0;11;-94;17;2,044;2,087;80;71;2;9;;;Yes;Only you;66.55;Deze zet ik even openbaar, is dezelfde tocht als hieronder natuurlijk maar nu met segmenten. En 2 km meer en wat langzamer door wat uitproberen tussendoor.;;Lezyne Super GPS Enhanced;3455423265
05/15/2020;Velomobile;QuestXS 174; QuestXS 174 ophalen!;84.83;106;03:55:54;02:40:07;12:38:03;Friday;31.8;57.6;19;-6;15;2,691;1,766;;;2;20;8;9;;Everyone;66.50;Leuk dagje! Moest nog wel wat aan gebeuren van de bestellijst, dus lekker meegekeken en ervaringen van andere klanten gehoord. En goeie tips natuurlijk 😊. Via Larserbos, waar Jeanet hem een paar kilometer heeft uitgeprobeerd, naar huis gereden. Hij gaat echt prima, super tof karretje! En hij pas perfect op de plek die ik in de garage vrijgemaakt had. Happy! Nu alleen nog weer kunnen gaan forenzen. Op Strava website kan je als sport 'Velomobiel' kiezen, in de Strava app niet. Maar daardoor zie je geen segmenten. Gelukkig heb ik twee keer opgenomen, dus die andere geeft wel de segmenten. Die zet ik even openbaar dus dan kan je zien dat het best hard kan, ook al bij de eerste rit.;;Garmin Edge 520 Plus;3455297051
5-10-2020;Ride;Single speed Schindelhauer Viktor (2018); Kwestie: wat is een goede route om de Quest thuis te krijgen?;125.07;184;04:54:00;04:27:46;12:32:23;Sunday;28.0;42.5;31;-13;17;3,585;1,989;115;63;1;19;11;4;;Everyone;0.01;"WANT HIJ IS BIJNA KLAAR! Ik ga hem vrijdagmiddag ophalen in Dronten! 😀 Maar hoe krijg ik hem via een 'rustige' route naar huis? Vandaag wat onderzoek ter plaatse gedaan. Die polder door is makkelijk, maar ik wil niet teveel door bebouwing rijden daarna. Bij Hoevelaken en Nijkerk loop ik altijd te klooien, vandaag wel een aardige route langs Nijkerk gevonden, maar daarna wel echt weer hopeloos. Op een gegeven moment geen zin meer om weer om te draaien. En gelijk de pyramide over met dat gewicht ook liever niet ;-). De heenweg over Hilversum met slechte fietspaden en een stuk door het bos is ook niet zo geschikt. 😋 Wellicht het beste: Vogelweg, Stichtse Brug, Eemnes, Baarn, Den Dolder, Amersfoortseweg, Schorteldoeksesteeg, Bunnik. Suggesties uiteraard welkom, ben benieuwd, Let op: hij kan niet overal langs, zie een van de foto's met een effectieve velomobiel blokkade 😅 en liefst breed asfalt.";;Garmin Edge 520 Plus;3430587565
5-9-2020;Ride;MTB Gazelle W4 (2009); Morning Ride;30.67;24;02:30:49;01:48:29;10:42:03;Saturday;17.0;27.4;13;1;21;609;676;23;15;1;19;;15;;Everyone;0.02;;Yes;Garmin Edge 520 Plus;3426765336
5-8-2020;Ride;Single speed Schindelhauer Viktor (2018); Afternoon Ride;83.15;94;03:12:28;02:45:21;14:16:29;Friday;30.2;42.8;28;2;19;2,527;1,393;62;32;1;22;3;5;;Everyone;3.63;;;Garmin Edge 520 Plus;3419362567
5-6-2020;Ride;Single speed Schindelhauer Viktor (2018); Afternoon Ride;35.12;47;01:07:18;01:04:31;17:37:48;Wednesday;32.7;38.9;13;0;13;1,22;658;40;26;1;15;;;;Everyone;0.10;#ridesingle(speed);;Garmin Edge 520 Plus;3408805189
5-4-2020;Ride;MTB Gazelle W4 (2009); Utrechtse Vijfheerenlanden;42.61;40;04:21:08;02:44:16;11:18:50;Monday;15.6;26.3;8;-6;16;811;910;19;6;1;23;1;7;;Everyone;0.19;"Lekker in de eigen provincie gefietst, de gemeente Vijfheerenlanden is 1,5 jaar geleden ontstaan uit een fusie tussen Vianen, Leerdam en Zederik en gelijk maar bij Utrecht gevoegd, omdat Vianen dat al was overkomen in 2002. Wel fijn als je wat provinciaals bent ingesteld en dit vandaag voor het eerst hoort ;-0";;Garmin Edge 520 Plus;3397905631
5-3-2020;Ride;Racefiets Wilier Mortirolo (2009); Lunch Ride;55.92;86;02:01:44;01:47:09;12:12:30;Sunday;31.3;40.3;22;-1;14;1,84;970;54;22;1;17;;;;Everyone;2.08;;;Garmin Edge 520 Plus;3390694262
04/29/2020;Ride;Racefiets Wilier Mortirolo (2009); Energie weer hernieuwd!;39.56;36;01:15:44;01:15:44;17:17:11;Wednesday;31.3;39.2;26;11;12;1,291;682;35;9;1;16;1;;;Everyone;0.70;"Fly by met Michael Moore, Jeff Gibbs & Ozzie Zehner. Vanaf 22 april (Earth Day) 30 dagen gratis ""The planet of the Humans"" https://youtu.be/Zk11vI-7czE Hoe het zit met renewable energy (in Noord Amerika).";;Garmin Edge 520 Plus;3371442832
04/26/2020;Ride;Racefiets Wilier Mortirolo (2009); Random Randonneuren;94.62;105;04:17:46;03:17:50;13:09:57;Sunday;28.7;36.0;17;-6;13;2,722;1,473;81;37;1;24;8;4;;Everyone;0.03;Dat moet wel minstens 100 km zijn natuurlijk dus daarom mijn stelling dat er 14 km ontbreken. Vast wel iemand die op de route kan vinden waar er geen wegen zijn 😊. Tip: het is best makkelijk!;;Garmin Edge 520 Plus;3357324897
04/24/2020;Ride;Racefiets Wilier Mortirolo (2009); Bijna rondje Naardermeer in het rondje Almere;110.89;186;04:11:27;04:00:50;13:32:50;Friday;27.6;48.6;10;-19;21;2,599;1,793;134;56;1;23;3;1;;Everyone;0.85;Almere zit tenslotte bijna in het Naardermeer om Rudy Kousbroek te parafraseren.;;Lezyne Super GPS Enhanced;3346472399
04/19/2020;Ride;Racefiets Wilier Mortirolo (2009); Morning Ride;106.86;166;03:58:04;03:46:14;10:19:39;Sunday;28.3;40.3;45;0;13;3,112;1,638;91;42;1;19;3;1;;Everyone;0.00;;;Garmin Edge 520 Plus;3321612905
04/15/2020;Ride;Racefiets Wilier Mortirolo (2009); Lunch Ride;35.47;20;01:20:33;01:14:32;11:15:31;Wednesday;28.6;36.0;-17;-25;9;1,016;550;27;1;1;16;;;;Everyone;0.81;;;Garmin Edge 520 Plus;3301523399
4-11-2020;Ride;Racefiets Wilier Mortirolo (2009); Afternoon Ride;77.08;103;02:59:31;02:39:49;15:14:24;Saturday;28.9;40.7;53;1;18;2,258;1,203;61;4;1;22;;1;;Everyone;0.80;;;Garmin Edge 520 Plus;3285225487
4-9-2020;Ride;Racefiets Wilier Mortirolo (2009); (In plaats van) lunch rit.;34.08;26;01:09:28;01:08:38;11:55:21;Thursday;29.8;38.9;16;3;16;1,018;542;30;;1;12;4;1;;Everyone;2.64;;;Garmin Edge 520 Plus;3274956435
4-7-2020;Ride;Racefiets Wilier Mortirolo (2009); Evening Ride;32.18;46;01:06:25;01:06:25;18:34:26;Tuesday;29.1;37.8;15;2;14;907;498;33;10;1;2;;;;Everyone;1.24;;;Garmin Edge 520 Plus;3267743937
4-6-2020;Ride;Racefiets Wilier Mortirolo (2009); Bochtig of Haastrecht?;65.52;59;02:23:38;02:21:14;16:24:54;Monday;27.8;43.6;13;-18;13;1,932;960;55;14;1;15;4;;;Everyone;0.11;Kantoorhumor slaat toe op Strava, als je dit liket komt het niet meer goed met je. Succes in de vierde week thuiswerken!;;Garmin Edge 520 Plus;3263174801
4-4-2020;Ride;Single speed Schindelhauer Viktor (2018); Lunch Ride;64.16;115;02:27:09;02:10:34;11:05:58;Saturday;29.5;48.6;24;0;9;1,902;1,044;51;8;1;17;;1;;Everyone;0.81;Moest ik ineens aan de bestelling van m'n velomobiel denken: die krijgt de kleurencombinatie van dit Fiatje namelijk 😊. Half april aflevering zal niet meer lukken denk ik, de productie in Roemenië ligt stil. Prima, want voor de huidige woon-werk afstand heb ik hem niet nodig 😋;;Garmin Edge 520 Plus;3253151410
03/31/2020;Ride;Racefiets Wilier Mortirolo (2009); Avondrit;92.00;0;03:29:00;03:29:00;20:20:00;Tuesday;26.4;0.0;0;0;;;;;;1;13;;;;Everyone;0.00;Super GPS toch te schoon geworden in de wasmachine laatst. Weergave tijdens rit is prima, maar opname niet.;;;3239794829
03/31/2020;Ride;Racefiets Wilier Mortirolo (2009); Middagactiviteit;36.76;29;01:18:31;01:18:31;16:02:33;Tuesday;28.1;37.1;14;1;12;645;578;28;5;1;;;;;Everyone;23.85;;Yes;Lezyne Super GPS Enhanced;3239725554
03/27/2020;Ride;Racefiets Wilier Mortirolo (2009); Wind malen;101.14;270;04:15:11;03:50:35;11:56:29;Friday;26.3;40.0;34;-120;17;1,863;1,671;96;40;1;17;;2;;Everyone;7.85;File corrupt, het fix tooltje regelt dat het toch op Strava kan belanden maar zonder de laatste tien kilometer.;;Lezyne Super GPS Enhanced;3224543515
03/25/2020;Ride;Racefiets Wilier Mortirolo (2009); Kleinzoon in gedachten? 😊;25.04;33;01:11:14;00:56:31;17:01:33;Wednesday;26.6;52.9;102;0;14;593;378;24;2;1;16;11;;;Everyone;0.79;Ik zie dat ik de omtrek van een vliegende baby met wapperende cape heb gereden. Ook toevallig!! #marijnjesse13maart2020;;Lezyne Super GPS Enhanced;3217270311
03/24/2020;Ride;Racefiets Wilier Mortirolo (2009); Afstand: anderhalve meter!;43.37;58;01:35:37;01:31:31;16:06:47;Tuesday;28.4;42.8;9;-4;12;1,026;741;37;7;1;13;2;3;;Everyone;1.18;Geen Olympische spelen dit jaar, de Trans Continental Race afgelast, forenzen lijkt al iets van vroeger. Jammer maar helaas, het cliché dat gezondheid het allerbelangrijkste is klopt gewoon. Wel heel lekker gefietst overigens met die frisse strakke wind en volop zon 😊;;Lezyne Super GPS Enhanced;3213554942
03/23/2020;Ride;Hybride Red Bull Multisport (2006); Virtuele Forenzenrit, dat kan een nieuwe knop op Strava worden;23.43;21;01:27:04;01:18:44;16:51:47;Monday;17.9;28.1;50;-3;12;533;242;25;7;1;14;2;1;;Everyone;0.48;Met Jeanet 😊;;Lezyne Super GPS Enhanced;3210613208
03/21/2020;Ride;Racefiets Wilier Mortirolo (2009); Happy Bachdag rit;101.15;221;04:26:10;03:57:33;12:45:14;Saturday;25.5;42.1;43;-1;11;2,323;1,594;93;33;1;18;2;2;;Everyone;1.17;Drie keer Marcel Worms Wohltemperiertes Klavier Bach fietst mij naar huis;;Lezyne Super GPS Enhanced;3203950015
03/18/2020;Ride;Single speed Schindelhauer Viktor (2018); Thuisvoordeel;57.61;62;02:27:47;01:56:49;15:58:50;Wednesday;29.6;37.8;16;-13;15;1,352;1,003;43;15;1;14;4;2;;Everyone;1.18;Verplicht thuiswerken geeft de mogelijkheid om ff tussentijds op de fiets te stappen. Dat is positief! En voor ieder die een Lezyne Super GPS heeft: die kan in de wasmachine en is daarna, na even openen om te drogen, gewoon weer bruikbaar. Echt een super GPS!;;Lezyne Super GPS Enhanced;3195014642
03/15/2020;Ride;Racefiets Wilier Mortirolo (2009); Nieuwe clubkleding;66.65;137;03:23:19;02:26:06;11:50:21;Sunday;27.4;53.3;70;3;7;1,859;1,005;54;10;1;12;2;3;;Everyone;0.12;Vandaag maar eens met versnellingen gefietst en ook maar eens een koffiestop, dat doe ik zelden meer in m'n uppie. Bij de Proloog in Amerongen. Terug vanaf Scherpenzeel wind tegen, maar nog net op tiid bij het clubhuis van WTC Houten om de nieuwe clubkleding op te halen. Vanwege corona allemaal aparte afhaaltijdstippen en geen groepsfoto. Scheelt een hoop tijd 😊;;Garmin Edge 520 Plus;3185824435
03/14/2020;Ride;Single speed Schindelhauer Viktor (2018); Hoog water en alweer wind;42.55;117;01:41:08;01:31:59;13:05:48;Saturday;27.8;45.0;17;0;13;1,008;740;50;3;1;16;5;2;;Everyone;1.19;Mensen leren niet van ervaringen, zoals iedereen die 'Uren met Henk Broekhuis' weleens heeft doorgebladerd weet. Dus ook vandaag weer, net als de voorgaande 80 keren, de windsterkte onderschat. En weer genoten!;;Lezyne Super GPS Enhanced;3182375273
3-7-2020;Ride;Single speed Schindelhauer Viktor (2018); Zondagrit 💥;60.01;134;02:10:25;02:04:46;10:27:45;Saturday;28.9;46.4;42;1;12;1,393;1,043;67;8;1;15;10;1;;Everyone;0.96;En de bestelling van de QuestXS is officieel. Ik sta in het orderboek van Velomobiel.nl. 😊. Verwachte aflevering half april, best snel dus.;;Lezyne Super GPS Enhanced;3161578249
3-6-2020;Ride;MTB Cube Reaction C:62 Race (2018); Net korter langer licht dan ik dacht 😎;45.36;36;03:19:48;02:04:05;15:52:04;Friday;21.9;34.9;-9;-21;10;1,034;1,285;28;10;1;14;;;;Everyone;0.46;Bij Roos en Thomas op de thee, nog steeds met twee 😊;;Lezyne Super GPS Enhanced;3159679099
02/15/2020;Ride;MTB Cube Reaction C:62 Race (2018); Eindelijk weer eens op de MTB;52.54;151;03:26:26;02:25:57;12:07:05;Saturday;21.6;35.6;49;4;13;1,179;1,507;70;11;1;16;;1;;Everyone;0.74;;;Lezyne Super GPS Enhanced;3102020166
02/14/2020;Ride;Stadsfiets; QuestXS nog een keer;19.35;42;00:47:04;00:38:52;14:05:11;Friday;29.9;65.5;7;-20;22;412;447;;;1;12;3;4;;Everyone;0.15;Ik vond de Alpha 7 dus snel, veel sneller dan de QuestXS, maar volgens Theo van Andel zIjn ze even snel. Dus op zijn aanraden de QuestXS nogmaals geprobeerd. Inmiddels ben ik een beetje gewend aan een velomobiel en dat maakt uit. Ging nu veel harder dan een paar weken geleden. Niet zo snel als met de Alpha 7, maar kwam ook doordat de afstelling van de QuestXS ook niet optimaal was, steeds m'n knieën tegen de bovenkant. Erg leuk om een racefietser in te halen trouwens, die hoopte aan te haken maar berustte heel snel. Ik neig nu sterk naar de QuestXS, de snelheid is dus ok, de vering fijn, hij wordt heel compleet geleverd voor een 20 tot 25% lagere prijs dan de Alpha 7. En met verstelbare zitting dus door meer personen te gebruiken. Nu nog een kleur kiezen 😊. Of een dF?;;Lezyne Super GPS Enhanced;3099196908
02/14/2020;Ride;Stadsfiets; Testrit Alpha 7, vanaf 10.000 €;40.16;64;01:33:03;01:12:46;12:08:55;Friday;33.1;65.9;24;-14;21;941;981;10;10;1;15;3;4;;Everyone;0.19;De Alpha 7 van Velomobile World is het nieuwste ontwerp van Daniel Fenn, die eveneens de dF van InterCityBike , waar ik vorige week was, heeft ontworpen. Dealer van de Alpha 7 is Velomobiel.nl wiens QuestXS ik twee weken geleden heb mogen proberen. Allle modellen worden gebouwd in Roemenië door Velomobiel.ro. En iedereen is ooit bij Flevobike (dat nu zelf stopt met z'n Orca) begonnen. It's a small velomobile world dus. Maar goed, hoe rijdt ie? De Alpha 7 is licht, 21 kilo, en dat is lekker als je weg moet rijden. En eenmaal op snelheid is die goed vast te houden. Weinig last van zijwind. Ik vond hem wel meeschommelen met de trapbeweging, dat blijkt aan de elastomeervering op de voorwielen te liggen. Die zou dus wat harder mogen. Het lage gewicht betekent ook custom made. De stoel wordt er op maat ingezet, iemand anders dan een kloon kan er dan niet lekker mee rijden. Dus deze testfiets paste mij ook niet geweldig. Heel mooi, heel snel, heel duur.;;Lezyne Super GPS Enhanced;3099199613
2-12-2020;Ride;Hybride Red Bull Multisport (2006); 854/2004 terug;49.20;84;01:59:34;01:50:35;16:38:24;Wednesday;26.7;38.5;0;-13;7;1,158;787;62;5;1;10;;;;Everyone;37.34;;;Lezyne Super GPS Enhanced;3094081076
2-12-2020;Ride;Hybride Red Bull Multisport (2006); 854/2004 heen;48.86;125;01:58:05;01:56:05;05:05:51;Wednesday;25.3;33.8;9;-10;7;1,155;734;50;;1;13;;;;Everyone;37.22;;;Lezyne Super GPS Enhanced;3092613223
2-7-2020;Ride;Stadsfiets; Testrit dF;19.61;26;00:50:59;00:41:09;12:43:36;Friday;28.6;49.3;12;-6;24;490;429;3;3;1;14;4;5;;Everyone;0.14;Leuk bezoek aan InterCityBike in Dronten voor een testrit in een dF. Veel uitleg gehad van Ymte Sijbrandij. Plus een bezoekje aan het museum, zo'n gepopnagelde Alleweder kan je op Marktplaats nog wel vinden 😊. De dF zit ruimer dan de QuestXS, stuurt directer, heeft dezelfde enorme draaicirkel ondanks de open wielkasten, is harder geveerd, een kilo of 5 lichter en heeft een mooie zomerkap als optie. Ook met de dF de 50 niet aangetikt maar het scheelde weinig. Daarbij is kruissnelheid het belangrijkste en die ligt wel hoog, 35 met wind tegen gaat prima. En als je stopt met trappen blijft ie gewoon snelheid houden, heel prettig! Ik denk er nog maar even over 😊;;Lezyne Super GPS Enhanced;3079731841
2-3-2020;Ride;Hybride Red Bull Multisport (2006); 853/2003 terug;48.76;90;02:03:06;01:51:42;16:38:33;Monday;26.2;37.4;8;-10;11;1,155;777;56;;1;10;;1;;Everyone;37.30;;;Lezyne Super GPS Enhanced;3068641485
2-3-2020;Ride;Hybride Red Bull Multisport (2006); 853/2003 heen;45.21;100;01:44:33;01:43:31;05:04:53;Monday;26.2;39.6;4;-22;11;1,071;712;49;;1;13;;;;Everyone;37.18;;;Lezyne Super GPS Enhanced;3067306257
2-1-2020;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;42.11;154;01:34:22;01:33:14;12:27:57;Saturday;27.1;47.9;14;-3;13;997;709;39;17;2;9;2;;;Everyone;0.00;;;Lezyne Super GPS Enhanced;3062000644
01/31/2020;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;46.53;111;02:45:42;01:40:08;13:41:30;Friday;27.9;41.0;47;2;12;1,071;814;46;5;4;23;5;2;;Everyone;1.18;Verjaardagsrit met Jaap, Bram, Thomas en Gert Jan.;;Lezyne Super GPS Enhanced;3059405250
01/26/2020;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;54.16;170;02:00:00;01:54:41;11:48:24;Sunday;28.3;42.8;46;-10;10;1,279;944;63;16;1;13;;2;;Everyone;34.91;;;Lezyne Super GPS Enhanced;3044986207
01/25/2020;Ride;Stadsfiets; Testrit QuestXS Carbon in Dronten;10.84;41;01:12:38;00:32:38;11:22:27;Saturday;19.9;43.9;13;-16;18;252;229;5;5;1;16;;5;;Everyone;1.04;LEUK! Gaat dit de nieuwe winter forenzen fiets worden? Kennismaking is positief, het zit goed, beetje krap misschien, lijf en handen & voeten zijn beschut, 30 plus is niet moeilijk, maar echt hardrijden wel. Volgens Theo van Andel van Velomobiel moeten wielrenners er een maand of twee aan wennen, er wordt meer van de bovenbenen gevraagd en dat voel je.Vooral net boven de knieën deed het al gelijk zeer 😋. Nu net de 43 aangetikt, maar vooral met wind tegen ga je makkelijk harder dan op een racefiets. Nog ff over nadenken, kost nieuw 7950 EUR 🙄;;Lezyne Super GPS Enhanced;3041730251
01/19/2020;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;56.24;96;02:09:59;02:03:07;14:34:14;Sunday;27.4;36.4;30;-11;9;1,307;889;67;6;1;14;;2;;Everyone;0.68;;;Lezyne Super GPS Enhanced;3025650111
01/18/2020;Ride;Single speed Schindelhauer Viktor (2018); Ochtendrit;104.88;223;04:03:59;03:49:30;10:48:13;Saturday;27.4;43.9;13;-34;9;2,5;1,724;91;43;1;15;;2;;Everyone;0.01;;;Lezyne Super GPS Enhanced;3021923750
01/13/2020;Ride;Hybride Red Bull Multisport (2006); 852/2002 terug;48.40;125;02:24:05;02:01:22;15:28:23;Monday;23.9;35.3;12;-36;10;1,14;700;58;;1;13;1;;;Everyone;37.12;;;Lezyne Super GPS Enhanced;3008041861
01/13/2020;Ride;Hybride Red Bull Multisport (2006); 852/2002 heen;46.59;49;01:38:31;01:38:31;04:55:22;Monday;28.4;38.5;84;6;9;1,102;757;63;1;1;13;;;;Everyone;37.29;;;Lezyne Super GPS Enhanced;3006836737
1-8-2020;Ride;Hybride Red Bull Multisport (2006); 851/2001 terug;34.22;51;01:22:32;01:14:11;15:45:09;Wednesday;27.7;52.2;4;-6;;605;543;43;;1;11;;;;Everyone;26.65;Er missen wat kilometers;;Strava Android App;2993326229
1-8-2020;Ride;Hybride Red Bull Multisport (2006); 851/2001 heen;47.17;78;01:42:18;01:42:18;05:12:20;Wednesday;27.7;37.1;11;-6;12;1,111;767;46;1;1;11;;;;Everyone;37.31;;;Lezyne Super GPS Enhanced;2992067542
1-5-2020;Ride;Single speed Schindelhauer Viktor (2018); Ochtendrit;59.01;82;02:01:00;02:00:07;09:05:06;Sunday;29.5;36.4;6;-13;9;1,401;997;40;10;1;15;;;;Everyone;0.80;;;Lezyne Super GPS Enhanced;2983419528
1-4-2020;Ride;MTB Cube Reaction C:62 Race (2018); Ochtendrit;47.05;104;02:20:15;02:17:33;10:58:12;Saturday;20.5;43.2;26;-6;9;1,05;1,304;69;5;1;15;;;;Everyone;0.37;;;Lezyne Super GPS Enhanced;2981140799
12/31/2019;Ride;MTB Cube Reaction C:62 Race (2018); Voorjaarsrit 😊;42.02;86;02:04:17;02:00:00;11:04:32;Tuesday;21.0;31.7;23;4;7;939;1,16;58;7;1;14;1;2;;Everyone;0.90;;;Lezyne Super GPS Enhanced;2970123445
12/30/2019;Ride;MTB Cube Reaction C:62 Race (2018); Middagrit;38.66;98;01:50:56;01:48:58;11:38:55;Monday;21.3;60.8;40;3;8;866;1,084;36;3;1;15;;;;Everyone;0.12;;;Lezyne Super GPS Enhanced;2967916294
12/28/2019;Ride;MTB Cube Reaction C:62 Race (2018); Middagrit;41.38;47;01:59:39;01:52:31;14:04:04;Saturday;22.1;38.9;18;0;5;931;1,154;35;5;1;16;;1;;Everyone;0.10;;;Lezyne Super GPS Enhanced;2962827436
12/26/2019;Ride;Single speed Schindelhauer Viktor (2018); Ochtendrit;43.41;90;01:32:14;01:32:14;09:42:35;Thursday;28.2;36.7;1;-64;8;1,027;704;30;1;1;14;;;;Everyone;0.88;;;Lezyne Super GPS Enhanced;2956966453
12/25/2019;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;31.85;56;01:12:33;01:09:53;13:48:23;Wednesday;27.3;37.1;6;-12;11;757;519;34;4;1;14;;2;;Everyone;1.09;;;Lezyne Super GPS Enhanced;2955544087
12/15/2019;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;45.86;126;01:42:01;01:37:28;11:16:45;Sunday;28.2;45.7;40;-13;10;1,072;795;51;16;1;12;;1;;Everyone;0.89;;;Lezyne Super GPS Enhanced;2934341416
12-1-2019;Ride;MTB Cube Reaction C:62 Race (2018); Middagrit;41.05;61;01:58:20;01:53:13;13:49:00;Sunday;21.8;33.5;93;8;5;918;1,128;57;16;1;14;1;;;Everyone;0.13;;;Lezyne Super GPS Enhanced;2904368904
11/30/2019;Ride;MTB Cube Reaction C:62 Race (2018); Middagrit;35.30;52;01:54:18;01:40:09;12:00:42;Saturday;21.2;37.4;16;-1;8;795;988;31;5;1;11;;3;;Everyone;0.00;;;Lezyne Super GPS Enhanced;2901498631
11/25/2019;Ride;Hybride Red Bull Multisport (2006); 850/1938 terug;47.81;56;02:18:05;01:52:48;16:17:16;Monday;25.4;34.6;38;-11;10;1,123;675;53;;1;16;2;4;;Everyone;37.23;En toen hield opeens de verlichting het voor gezien. Noodfix met behulp van mobiel en handig vastmaakding 😀;;Lezyne Super GPS Enhanced;2890846666
11/25/2019;Ride;Hybride Red Bull Multisport (2006); 850/1938 heen;46.90;50;01:40:18;01:39:38;05:13:41;Monday;28.2;36.7;10;-8;8;1,11;749;65;2;1;13;;1;;Everyone;37.24;;;Lezyne Super GPS Enhanced;2889710088
11/24/2019;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;54.60;34;01:56:27;01:56:27;11:23:29;Sunday;28.1;33.8;11;-5;10;1,293;847;37;;1;13;;;;Everyone;0.12;;;Lezyne Super GPS Enhanced;2888041552
11/23/2019;Ride;MTB Cube Reaction C:62 Race (2018); Middagrit;75.01;158;03:56:15;03:41:00;12:09:09;Saturday;20.4;65.2;16;-30;9;1,659;2,107;98;67;1;18;;1;;Everyone;0.47;;;Lezyne Super GPS Enhanced;2885580271
11/17/2019;Ride;MTB Cube Reaction C:62 Race (2018); Middagrit;35.40;96;01:43:28;01:38:20;12:57:20;Sunday;21.6;31.3;2;-49;10;796;1,013;37;3;1;10;;1;;Everyone;0.11;;;Lezyne Super GPS Enhanced;2871750045
11/16/2019;Ride;MTB Cube Reaction C:62 Race (2018); Ochtendrit;38.28;69;02:30:35;01:56:17;09:58:53;Saturday;19.8;31.3;10;-6;6;853;1,017;58;7;1;14;;2;;Everyone;2.26;;;Lezyne Super GPS Enhanced;2868434092
11-10-2019;Ride;MTB Cube Reaction C:62 Race (2018); Middagrit;41.47;86;01:56:22;01:51:19;12:06:28;Sunday;22.4;45.0;15;-19;10;929;1,205;44;10;1;11;;3;;Everyone;0.97;;;Lezyne Super GPS Enhanced;2854922348
11-8-2019;Ride;Single speed Schindelhauer Viktor (2018); Middagrit;80.00;117;02:59:22;02:44:37;12:29:12;Friday;29.2;37.4;16;-13;12;1,901;1,33;55;10;1;16;1;2;;Everyone;0.80;;;Lezyne Super GPS Enhanced;2850029589
11-5-2019;Ride;Hybride Red Bull Multisport (2006); 849/1937 terug;47.47;101;01:55:43;01:42:16;16:05:08;Tuesday;27.8;39.6;-1;-64;12;1,12;803;53;3;1;10;;1;;Everyone;36.60;;;Lezyne Super GPS Enhanced;2843201470
11-5-2019;Ride;Hybride Red Bull Multisport (2006); 849/1937 heen;48.10;58;01:46:26;01:43:43;05:20:37;Tuesday;27.8;35.3;5;-12;10;1,129;782;53;;1;11;;;;Everyone;37.19;;;Lezyne Super GPS Enhanced;2842120208
